,options,sensitive,non_sensitive
0,0.7381124035018729,0.045530432414462974,0.04553572496565628
1,0.7615758046304109,0.04499216989608129,0.04499763227031936
2,0.7944250388682121,0.03938090110561221,0.03938087306920654
3,0.7855364199058386,0.03244340930997064,0.0324434312226517
4,0.7539476019555877,0.04303192501217551,0.043031889420831526
5,0.7757683777454076,0.03408082840272178,0.03408081744469413
6,0.701210732862819,0.045615210165940834,0.04561522532889947
7,0.7325793152522238,0.05171668934592777,0.05172200711855568
8,0.8471264167419577,0.018137719721248557,0.0181405636417057
9,0.756341731568682,0.03602918610458272,0.03602947663427081
10,0.7601316079962999,0.045729842818936106,0.045729922472978635
11,0.7352550706928014,0.040905136738088765,0.04090537311281303
12,0.818370640896319,0.025932331816548748,0.02593236705413593
13,0.7365591257475899,0.03906834920235053,0.03907399041604953
14,0.7493519637646386,0.04084026044762812,0.040840362653888546
15,0.7755165505514015,0.04040634424183759,0.04040636166166206
16,0.7030681754404213,0.04869793432226513,0.04869799338337577
17,0.8052791035370319,0.028250042039956763,0.028250043499854882
18,0.7586916372092674,0.042637822227997724,0.04263790762974368
19,0.7123504662231426,0.04606227350341746,0.04606683982519233
20,0.7278478394291596,0.04456049860338496,0.044560937530124134
21,0.8009772066507139,0.028216185859213316,0.028216257747166427
22,0.777591553174716,0.036283907907336516,0.03628804327073894
23,0.7847168654916459,0.030631580300423122,0.03063159868375981
24,0.7689245731526171,0.039667402819980074,0.03966740356179227
25,0.7522525738313561,0.03668222908740426,0.0366830384228799
26,0.7564447507684235,0.03976827538019173,0.039768294659847825
27,0.7234302779688733,0.04388112319328025,0.04388128093859206
28,0.7358512146383873,0.05039067484982995,0.050398437626187564
29,0.7972712712762586,0.031387911794187484,0.03138789799509201
30,0.7733055692660855,0.03273699542035516,0.03273727173372468
31,0.7931462383348844,0.028684880119476924,0.028689582337601993
32,0.753397659122129,0.04306832029672544,0.04306833492353468
33,0.7619125048222486,0.044100516778357274,0.04410690397853795
34,0.7509238076745532,0.04070801088436701,0.04070801448243122
35,0.7582849729224108,0.03965213044792215,0.03965211872037107
36,0.7891087411771878,0.03273140336411384,0.03273140552735848
37,0.7152099926315714,0.042975122185589854,0.042975220286564975
38,0.7305860834349005,0.04522572245551082,0.04522586415860319
39,0.7125423541147029,0.056461042645786996,0.056466089195896574
40,0.72058203589404,0.04774653281938987,0.047746525083091074
41,0.7288381991675124,0.04080944022484162,0.04081003615646056
42,0.7685630240302999,0.03712051000561334,0.03712050973564934
43,0.7697776028799126,0.03953036978151547,0.03953045743096478
44,0.8121476681189961,0.02915352167157756,0.02915352240070715
45,0.7775117103301454,0.03947188867541293,0.03947190700625702
46,0.7825751782220323,0.040575399613562935,0.040575392459097026
47,0.7585944353486411,0.03716290539887765,0.03716290616999329
48,0.6552318343674415,0.05369061481714965,0.05369565488077299
49,0.7399095517466776,0.048448999832343465,0.048449004323603495
50,0.7468391906368197,0.0382946022707202,0.038294977234139216
51,0.8267293079843512,0.02236596892810755,0.02236849893604348
52,0.7908957227919018,0.029809530055036115,0.02980960765961649
53,0.7833550198265584,0.03736010337874876,0.03736010384658822
54,0.7896245140946121,0.0360903791002104,0.036090472265544626
55,0.694739461869176,0.05386273138521691,0.0538628219784929
56,0.7369963318051305,0.041747681620401045,0.0417477784181744
57,0.7853788742650067,0.033254006893425725,0.03325447773181375
58,0.7067253173518111,0.042516006911241355,0.04251609802625736
59,0.7640923826693324,0.03636161318683778,0.036361649287755815
60,0.753405248564377,0.04229883074818186,0.04229884278754642
61,0.7717544598563109,0.03779984682962789,0.037800203906266316
62,0.7455541852250462,0.03814384057977718,0.03814384283459071
63,0.7526365612211521,0.025249451790432587,0.025249453541932976
64,0.6537854298512684,0.05486759083807602,0.05487430056271225
65,0.7166291866378742,0.04803485198087776,0.04803484131023461
66,0.7475685736499145,0.03885815043110275,0.038858807025426156
67,0.7233006020906032,0.05589205714172074,0.05589878979125529
68,0.7733381305733928,0.03591756326349485,0.035917566848967575
69,0.7674857212259667,0.04071314026302486,0.04071326921561977
70,0.7182082295912551,0.04240388597698025,0.04240388645804882
71,0.7631648106253124,0.038703085127065495,0.03870307477115395
72,0.7822703621859546,0.039083434421529395,0.03908341881942912
73,0.7432808998855762,0.043565178627175516,0.04356519102218881
74,0.7321236453572055,0.04589506157377521,0.04589897625318451
75,0.7728162331040949,0.034143664769777204,0.034143690390646686
76,0.7002110259127221,0.04603424189946265,0.04603433529396056
77,0.7406167726512649,0.049927355395014916,0.049927344136899365
78,0.6860477793525206,0.04795184082792492,0.04795722007945136
79,0.7448501397593645,0.04301062895265584,0.04301522005538028
80,0.7892458648275351,0.03490520040810677,0.034905200842607814
81,0.781762608072313,0.0373841950161011,0.0373842227924277
82,0.7301370459317695,0.04846142398980685,0.04846142915106111
83,0.6923281165218214,0.04684975858604812,0.04684986813775255
84,0.7799326846725307,0.03930596780542006,0.03930596825253377
85,0.7601327698066598,0.03788586907956695,0.037885857990213295
86,0.7084997333840874,0.05396366773934774,0.05396366753062387
87,0.7644032102980418,0.041991696982378535,0.041997538350621436
88,0.7881614440266276,0.036544026386984785,0.0365440268316064
89,0.7519289001211291,0.04219259202921921,0.04219259256378538
90,0.7753649578371551,0.034108165456200656,0.034108157458816846
91,0.7289831905072788,0.05253954495493385,0.05253953104079523
92,0.7678140403950238,0.03589021660648395,0.035890500416589144
93,0.7348078663344495,0.04366770736506065,0.04367146736467059
94,0.7342381074558944,0.044341156680909044,0.04434117519436842
95,0.7614938023180002,0.031189329555400214,0.03118940654779855
96,0.7750067753513576,0.0419941021466812,0.041994079179730415
97,0.8100934972753748,0.030607726098969168,0.030607726553902828
98,0.8061924168796395,0.030198553928188154,0.03019855533912913
99,0.7865032322442858,0.03274761494850126,0.03274760554704858
100,0.7635774707341625,0.04145992743277377,0.04145989487799573
101,0.7267978898162255,0.053600646970960675,0.05361001324694259
102,0.7799840577281429,0.03800086066497782,0.03800086119692306
103,0.7279157093944377,0.051368924845620556,0.05136889345483159
104,0.7618136047021835,0.04207452346672269,0.04207971964325208
105,0.7759922808036208,0.03291137422474666,0.03291176178429095
106,0.7415619440762384,0.042691761058419375,0.04269176015623183
107,0.7110117241172702,0.04552382877707539,0.04552397001984426
108,0.8068669760323246,0.03140746469072983,0.03140747818806
109,0.8050806374667445,0.02968118283065041,0.02968146885736493
110,0.797458061024372,0.028133975767093117,0.028133978165923335
111,0.7733844985632459,0.04100365880410864,0.04100362832628962
112,0.8259144211697276,0.024887859441506954,0.02488793627281905
113,0.7647758331149817,0.04058957891283871,0.04058960061539882
114,0.7579260314305429,0.03752062602607106,0.037525438357490434
115,0.8081268720561638,0.02971724906210993,0.02971724931280437
116,0.8195672691363143,0.026610456660310755,0.026610458139391335
117,0.6923785544458951,0.06076245247243062,0.06076829999280023
118,0.7081597024662187,0.04646596128542235,0.04647206850629226
119,0.8028817947779316,0.032092121982580796,0.03209212244432799
120,0.8255607761384454,0.027041395425497133,0.027041412454134217
